0079MAC:6001944A832A,,0179MAC:6001944A81EA,,0279MAC:6001944A83E6,,0379MAC:5CCF7FADEFCD,,0479MAC:5CCF7FADF034,,0579MAC:5CCF7FB2571D,,0679MAC:5CCF7FB27E13,,0779MAC:5CCF7FBBB863,,0879MAC:5CCF7FBBB92D,,0979MAC:5CCF7FBBB95B,,
0080MAC:6001944A8107,,0180MAC:6001944A8174,,0280MAC:6001944A8456,,0380MAC:5CCF7FADF074,,0480MAC:5CCF7FADEECC,,0580MAC:5CCF7FB25710,,0680MAC:5CCF7FB2558D,,0780MAC:5CCF7FBBBD29,,0880MAC:5CCF7FBBBDA7,,0980MAC:5CCF7FBBBDF1,,
0081MAC:6001944A833B,,0181MAC:6001944A80A1,,0281MAC:6001944A845D,,0381MAC:5CCF7FADF274,,0481MAC:5CCF7FADF35E,,0581MAC:5CCF7FB256A4,,0681MAC:5CCF7FB27D84,,0781MAC:5CCF7FBB68F7,,0881MAC:5CCF7FBBBC98,,0981MAC:5CCF7FBBB8BD,,
0082MAC:6001944A8500,,0182MAC:6001944A837F,,0282MAC:6001944A84F5,,0382MAC:5CCF7FADEF98,,0482MAC:A020A605269A,,0582MAC:5CCF7FB256A8,,0682MAC:5CCF7FB27E01,,0782MAC:5CCF7FBBBDBF,,0882MAC:5CCF7FBBB8EB,,0982MAC:5CCF7FBBB9DE,,
0083MAC:18FE34FE33FE,,0183MAC:6001944A82EE,,0283MAC:6001944A841D,,0383MAC:5CCF7FADF31A,,0483MAC:5CCF7FADF01D,,0583MAC:5CCF7FB25722,,0683MAC:5CCF7FB27E10,,0783MAC:5CCF7FBBBC87,,0883MAC:5CCF7FBBBDB2,,0983MAC:5CCF7FBBBD4F,,
0084MAC:6001944A8421,,0184MAC:6001944A8414,,0284MAC:6001944A80C4,,0384MAC:5CCF7F3B0789,,0484MAC:5CCF7FADF0D3,,0584MAC:5CCF7FB25715,,0684MAC:5CCF7FB27D8C,,0784MAC:5CCF7FBBBCED,,0884MAC:5CCF7FBBB8D4,,0984MAC:5CCF7FBBBCCF,,
0085MAC:6001944A80DB,,0185MAC:6001944A8104,,0285MAC:6001944A849C,,0385MAC:A020A60526DA,,0485MAC:5CCF7FADEF78,,0585MAC:5CCF7FB2571C,,0685MAC:5CCF7FB27E08,,0785MAC:5CCF7FBBB8B6,,0885MAC:5CCF7FBBBD9C,,0985MAC:5CCF7FBBBCAF,,
0086MAC:6001944A812C,,0186MAC:6001944A83E3,,0286MAC:6001944A84FA,,0386MAC:5CCF7FADEEE2,,0486MAC:5CCF7FADEF70,,0586MAC:5CCF7FB27D4A,,0686MAC:5CCF7FB2550D,,0786MAC:5CCF7FBBBD80,,0886MAC:5CCF7FBBBE81,,0986MAC:5CCF7FBBB946,,
0087MAC:6001944A80C5,,0187MAC:6001944A841F,,0287MAC:6001944A84F9,,0387MAC:A020A6052671,,0487MAC:5CCF7FADEEC8,,0587MAC:5CCF7FB256C8,,0687MAC:600194107009,,0787MAC:5CCF7FBBCA87,,0887MAC:5CCF7FBBB974,,0987MAC:5CCF7FBB6484,,
0088MAC:6001944A8436,,0188MAC:6001944A8109,,0288MAC:6001944A8189,,0388MAC:5CCF7FADF35F,,0488MAC:5CCF7FADEFD9,,0588MAC:5CCF7FB27D47,,0688MAC:5CCF7FB255A3,,0788MAC:5CCF7FBBB8C6,,0888MAC:5CCF7FBBB8EF,,0988MAC:5CCF7FBBB865,,
0089MAC:6001944A80C8,,0189MAC:6001944A840F,,0289MAC:6001944A80C0,,0389MAC:5CCF7FADF325,,0489MAC:5CCF7FADF11D,,0589MAC:5CCF7FB25717,,0689MAC:5CCF7FB254F6,,0789MAC:5CCF7FBBBC7B,,0889MAC:5CCF7FBBBE04,,0989MAC:5CCF7FBBBE12,,
0090MAC:6001944A80D7,,0190MAC:6001944A810A,,0290MAC:6001944A8505,,0390MAC:5CCF7FADF0A2,,0490MAC:5CCF7FADF352,,0590MAC:5CCF7FB2570C,,0690MAC:5CCF7FB256B7,,0790MAC:5CCF7FBBBE1D,,0890MAC:5CCF7FBBB853,,0990MAC:5CCF7FBBB867,,
0091MAC:6001944A80E9,,0191MAC:6001944A8478,,0291MAC:6001944A844C,,0391MAC:A020A60526F5,,0491MAC:5CCF7F3B078C,,0591MAC:5CCF7FB27D4C,,0691MAC:5CCF7FB256E4,,0791MAC:5CCF7FBBBD4E,,0891MAC:5CCF7FBBB843,,0991MAC:5CCF7FBBBD64,,
0092MAC:6001944A820E,,0192MAC:6001944A817E,,0292MAC:6001944A8423,,0392MAC:5CCF7FADF279,,0492MAC:5CCF7FADEEF2,,0592MAC:5CCF7FB2571B,,0692MAC:5CCF7FB27D8A,,0792MAC:5CCF7FBBB8D7,,0892MAC:5CCF7FBBB8AD,,0992MAC:5CCF7FBBBC8B,,
0093MAC:6001944A82A4,,0193MAC:6001944A8416,,0293MAC:6001944A810C,,0393MAC:5CCF7FADEEF5,,0493MAC:5CCF7F3B0794,,0593MAC:5CCF7FB25719,,0693MAC:5CCF7FB27D5A,,0793MAC:5CCF7FBBB96B,,0893MAC:5CCF7FBBB8BE,,0993MAC:5CCF7FBBB876,,
0094MAC:6001944A837D,,0194MAC:6001944A84FD,,0294MAC:6001944A8418,,0394MAC:5CCF7FADF005,,0494MAC:A020A60526B5,,0594MAC:5CCF7FB25713,,0694MAC:5CCF7F1F01EA,,0794MAC:5CCF7FBBB816,,0894MAC:5CCF7FBBBE1E,,0994MAC:5CCF7FBBBD49,,
0095MAC:6001944A80F7,,0195MAC:6001944A83F0,,0295MAC:6001944A84AD,,0395MAC:5CCF7F3B0787,,0495MAC:5CCF7F3B0785,,0595MAC:5CCF7FB2571A,,0695MAC:5CCF7FB254E1,,0795MAC:5CCF7FBBBD40,,0895MAC:5CCF7FBBBC88,,0995MAC:5CCF7FBB6372,,
0096MAC:6001944A80CF,,0196MAC:6001944A8339,,0296MAC:6001944A8103,,0396MAC:5CCF7FADEFF3,,0496MAC:5CCF7FADF36A,,0596MAC:5CCF7FB256D2,,0696MAC:5CCF7FB256DE,,0796MAC:5CCF7FBBBC9A,,0896MAC:5CCF7FBBBCCD,,0996MAC:5CCF7FBBB96A,,
0097MAC:6001944A8209,,0197MAC:6001944A80BB,,0297MAC:6001944A83D7,,0397MAC:5CCF7FADEF7C,,0497MAC:A020A60526B8,,0597MAC:5CCF7FB256D3,,0697MAC:5CCF7FB27D43,,0797MAC:5CCF7FBBB889,,0897MAC:5CCF7FBBBCCE,,0997MAC:5CCF7FBBB8E5,,
0098MAC:6001944A8205,,0198MAC:6001944A83E5,,0298MAC:6001944A8467,,0398MAC:A020A60526EE,,0498MAC:5CCF7F3B0788,,0598MAC:5CCF7FB25706,,0698MAC:5CCF7FB25651,,0798MAC:5CCF7FBB6D8D,,0898MAC:5CCF7FBBBE18,,0998MAC:5CCF7FBB6654,,
0099MAC:6001944A8132,,0199MAC:6001944A80C6,,0299MAC:6001944A8315,,0399MAC:5CCF7FADEFB6,,0499MAC:5CCF7F3B0796,,0599MAC:5CCF7FB25700,,0699MAC:5CCF7FB25640,,0799MAC:5CCF7FBBBC85,,0899MAC:5CCF7FBBBC96,,0999MAC:5CCF7FBBBCFC,,
0100MAC:6001944A837B,,0200MAC:6001944A830B,,0300MAC:6001944A8446,,0400MAC:5CCF7FADEFEE,,0500MAC:5CCF7FADEFD6,,0600MAC:5CCF7FB256CD,,0700MAC:5CCF7FB256C1,,0800MAC:5CCF7FBBBD31,,0900MAC:5CCF7FBB7B0B,,1000MAC:5CCF7FBBB90A,,
